 CLASSIC ROCK FLORIDA  SHE FLORIDA RADIO - 320 kbit/s,http://208.67.255.115:8092
 primetime - 128 kbit/s,http://stream.laut.fm/primetime
 60s_70s - 192 kbit/s,https://strm112.1.fm/60s_70s_mobile_mp3
 KSENYHTIS  MYTILINI - 128 kbit/s,https://sp3.streams.ovh/8018/stream
 Radio 10 60s and 70s hits - 128 kbit/s,https://playerservices.streamtheworld.com/api/livestream-redirect/TLPSTR18.mp3
 Eletronica Digital Plus - 128 kbit/s,http://51.222.41.241:7048
 ksenyxtis Mytilene Greek Laika - 128 kbit/s,http://stream2.greekradios.gr:8042
 Focus FM Regional,http://live.focusfm.ro:8000/stream/1/
 America&#039;s Greatest 70s Hits Music Station - 128 kbit/s,http://hydra.cdnstream.com/1823_128
 ORF Radio Tirol - 192 kbit/s,https://orf-live.ors-shoutcast.at/tir-q2a
 ORF Radio Vorarlberg - 192 kbit/s,https://orf-live.ors-shoutcast.at/vbg-q2a
 San Francisco&apos;s 70&apos;s HITS! - 128 kbit/s,http://s6.voscast.com:10922/stream/1/
 RADIO MI PIACI - 128 kbit/s,http://nr6.newradio.it:9182/stream/1/
90s - 128 kbit/s,http://jenny.torontocast.com:8142/stream/1/
 Laserstar-Radio - 128 kbit/s,http://stream.laut.fm/laserstarradio
 A-0 70s Hits - 128 kbit/s,http://ares5.radiochoice.net/1023_a070shits64k
 Best Net Radio - 70s POP - 128 kbit/s,http://bigrradio-edge1.cdnstream.com/5142_128
 AceRadio-The Super 70s Channel - 128 kbit/s,http://bigrradio.cdnstream1.com/5125_128
 SpringsteenRadio - 128 kbit/s,http://216.8.167.190:9000
 DISCO STUDIO 54 HD RADIO - 320 kbit/s,http://149.56.147.197:8307/stream/1/
 Disco Classic Radio - 192 kbit/s,http://54.36.89.71:8742/stream/1/
 Left Coast 70s: Mellow album rock from the Seventies. Yacht friendly. [SomaFM] - 128 kbit/s,http://ice1.somafm.com/seventies-128-mp3
 RMF 70S - 128 kbit/s,http://rs9-krk2.rmfstream.pl/rmf_70s
 Life 100.9 FM - 128 kbit/s,http://tunein.gvstream.net:9036
 70&#039;s 80&#039;s Music & Fashion - 96 kbit/s,http://eu9.fastcast4u.com:5068/1
 Radio 2.0 - Valli di Bergamo - 192 kbit/s,http://46.252.154.133:8080/stream/1/
 FURFM1 - 128 kbit/s,http://centauri.shoutca.st:9049/autodj
 http://myradiostream.com/castlefmscotland - 320 kbit/s,http://63.141.244.222:10126/stream/1/
 GOLD WEB RADIO - 32 kbit/s,http://199.233.234.34:25418/stream/1/
 Best 70s - 128 kbit/s,http://213.32.121.35:8040/stream/1/
 011.FM - The 70s - 192 kbit/s,http://listen.011fm.com:80/stream04
 Just 70s - 128 kbit/s,http://stream.laut.fm/just70s
 RPR1.70er - 128 kbit/s,http://streams.rpr1.de/rpr-70er-128-mp3
 KVKVI - Music Mike&apos;s Flashback Oldies - 160 kbit/s,http://69.46.24.226:7238/stream/1/
 70sClassics - 128 kbit/s,http://listen.radionomy.com:80/70sClassics
 ORF Radio Burgenland - 128 kbit/s,https://orf-live.ors-shoutcast.at/bgl-q1a
 Melodie FM - 160 kbit/s,http://188.165.35.60:8008/stream/1/
 TENIENTIKO.COM RADIO - 128 kbit/s,http://192.99.8.192:2296/stream/1/
 EASY ROCK PARADISE - 128 kbit/s,http://78.129.227.10:8262/stream/1/
 RadioBG-London - 128 kbit/s,http://5.135.42.244:8001/stream/1/
 Fun 90.1 WBED - 128 kbit/s,http://67.212.165.106:8089/live.mp3
 Nova 70s from Radio Nova - 128 kbit/s,http://stream.audioxi.com/NOVA?=3
 AllTime70s80sGreatest - 128 kbit/s,http://listen.radionomy.com:80/RadioDynamite
 macjingle Classic Hits - 128 kbit/s,http://www.cartwall.at:7210
 BigR - 70s FM - 128 kbit/s,http://107.155.111.234:8690
 70s Unlimited - 128 kbit/s,http://los.cdnstream.com/1120_128
 Coast FM - Tenerife - 192 kbit/s,http://92.48.87.11:8192/stream/1/
 Ideaal FM - 192 kbit/s,http://server-27.stream-server.nl:8564/stream/1/
 CURRAMBERA STEREO - 128 kbit/s,http://163.172.77.142:8618/stream/1/
 Oude Piratenhits - 192 kbit/s,http://194.88.105.64:8528/stream/1/
 Radio TSOP - 128 kbit/s,http://85.195.88.149:28212/stream/1/
 Flex-Radio - 256 kbit/s,http://213.202.241.199:8384/stream/1/
 Costa Del Mar - Funky - 96 kbit/s,https://radio4.cdm-radio.com:18008/stream-mp3-Funk
 Pureradio.One - Vanuit Waalwijk [192kbit MP3] - 192 kbit/s,http://listento.pureradio.one:8000/pure_192
 GotRadio - The 70&#039;s - 128 kbit/s,http://gr02.cdnstream.com:8610
 That 70s Station - 128 kbit/s,http://149.56.185.82:8137
 Reinh - 160 kbit/s,http://stream.vdr-server.de:8020
 Greatest Hits Radio - 128 kbit/s,http://198.27.127.246:5189/stream/1/
 Popradio Ostfriesland - 192 kbit/s,http://62.113.206.180:8010/stream/1/
 Cleansing 70&#039;s - 128 kbit/s,http://sl-2396.cdnstream.com/1466_128
 Hit Music Network 80s - 128 kbit/s,http://178.159.3.22:18010/stream/1/
 CCM Rewound - 128 kbit/s,http://91.121.174.141:29274/stream/1/
 70sRadio (MRG.fm) - 128 kbit/s,http://62.149.196.16:8030/stream/1/
 1.FM - Absolute 70&#039;s Pop Radio - 192 kbit/s,https://strm112.1.fm/70s_128
 Classic Radio 70-80-90 - 128 kbit/s,http://comet.shoutca.st:8279/autodj
 The Coolflex Show - 128 kbit/s,http://198.178.121.76:8265/stream/1/
 Disco935 New York&apos;s Jammer - 128 kbit/s,http://74.82.59.197:9200/stream/1/
 webradiowilhelmshaven - 128 kbit/s,http://85.195.88.149:38680/stream/1/
 LOLLIRADIO OLDIES - Pop & Disco 70s 80s -  Italy Italia - 128 kbit/s,http://oldies.lolliradio.net:8070
 70&apos;s Classics - 128 kbit/s,http://192.111.140.11:8008/stream/1/
 HITRADIO OE3 - 192 kbit/s,https://orf-live.ors-shoutcast.at/oe3-q2a
 FUN Radio 80-90 - 128 kbit/s,http://stream.funradio.sk:8000/80-90-128.mp3
 ORF Radio Wien - 192 kbit/s,https://orf-live.ors-shoutcast.at/wie-q2a
 Radio Ekspres SI - 128 kbit/s,http://212.30.80.195:8016/stream/1/
 The Big 80s Station - 128 kbit/s,http://158.69.114.190:8065/stream/1/
 iMBATFM - 128 kbit/s,http://38.96.148.39:8788
 98satRN - 192 kbit/s,http://cast42.sitehosting.com.br:8010/stream/1/
 Radio 80 FM - Hits anos 80 - 128 kbit/s,https://centova.euroti.com.br:20001/stream/1/
 Hot Hitz 80&apos;s - 128 kbit/s,http://63.143.40.238:9900/stream/1/
 RADIO CENTER 80s - 128 kbit/s,http://212.30.80.195:8064/stream/1/
 CENTER 80s - 128 kbit/s,http://stream.rockradio.si:8064/stream/1/
 80erFM - 128 kbit/s,http://tuner.m1.fm/80er.mp3
 Easy 80s - 128 kbit/s,http://198.50.156.92:8032/stream/1/
Srbija) - 128k - 128 kbit/s,http://109.206.96.34:8040
 Glam - www.hrhradio.com - 128 kbit/s,http://hydra.cdnstream.com:80/1521_128
 Radio Italo4you - 256 kbit/s,http://91.232.4.33:8018/stream/1/
 Box UK Radio danceradiouk - 128 kbit/s,http://51.75.170.46:6191/stream/1/
 LA GUARIDA RADIO - 128 kbit/s,http://s7.voscast.com:10458/stream/1/
 GOLD FM - Die Groessten Evergreens! - 128 kbit/s,http://tuner.goldfm.de:80
 IP music SLOW - aacPlus@96 Kb/s - 128 kbit/s,http://live9.avf.ch:8000/ipmusicslowaacp96
 LiteFavorites.com - Today&#039;s Hits &amp; Yesterday&#039;s Favorites - 128 kbit/s,http://naxos.cdnstream.com/1255_128
 @Magic-Radio - 192 kbit/s,http://mp3.magic-radio.net
 All80s - 128 kbit/s,http://109.169.26.139:8432/stream/1/
 Best 80s - 128 kbit/s,http://91.121.155.204:8048/stream/1/
 A-0 80s Metal - 48 kbit/s,http://ares5.radiochoice.net/1027_a080smetal64k
 IP music - aacPlus@96 Kb/s - 48 kbit/s,http://live7.avf.ch:8000/ipmusicaacplus96
 Radio Regenbogen 80er - 128 kbit/s,http://streams.regenbogen.de/rr-80er-128-mp3
 Just 80s Maximal - 128 kbit/s,http://stream.laut.fm/just80s_maximal
 80s90ssuperpophits - 128 kbit/s,http://listen.radionomy.com:80/80s90ssuperpophits
 A-0 80s Office - 128 kbit/s,http://ares5.radiochoice.net/1026_a080soffice64k
 RPR1.Best of 80s - 128 kbit/s,http://streams.rpr1.de/rpr-80er-128-mp3
 Fun and more - 160 kbit/s,http://rmnradio.powerstream.de:8022
 A-0 Big 80s - 160 kbit/s,http://ares5.radiochoice.net/1025_a0big80s64k
 80s  Super Dance floor - 192 kbit/s,http://5.135.154.66:33604/stream/1/
 Top 80 radio - 128 kbit/s,http://stream.only1.fr/stream/1/
 Radio Azul - 128 kbit/s,http://streaming.fmokey.cl:80/razul.mp3
 Underground Eighties: UK Synthpop and a bit of New Wave. [SomaFM] - 128 kbit/s,http://ice1.somafm.com/u80s-128-mp3
 wunschradio.fm 80er - 128 kbit/s,http://server14.radiostreamserver.de:80/wunschradio-80er.mp3
 AceRadio-The Awesome 80s Channel - 128 kbit/s,http://bigrradio.cdnstream1.com/5117_128
 always80s - 128 kbit/s,http://listen.radionomy.com/always-80s
 Actual Radio - 128 kbit/s,http://173.249.21.17:8090/stream/1/
 iMBAT FM - 128 kbit/s,http://38.96.148.39:8746
 90s - 128 kbit/s,http://91.232.4.33:8198/stream
 1980s.FM - Awesome hits and the songs you missed from the 80s with Chat & Automated Requests - 128 kbit/s,http://162.213.197.50:80
 011.FM - Big 80s - 192 kbit/s,http://listen.011fm.com:80/stream05
 Callisto Radio ® - 256 kbit/s,http://188.165.11.30:4500/live.mp3
 RADIO fresh80s - Hier sind die Achtziger zuhause! - 192 kbit/s,http://85.25.217.30:80/live.mp3
 Cafe 80s FM - 128 kbit/s,http://cafe80s.eu:8000/stream.mp3
 80s90sromantics - 192 kbit/s,http://listen.radionomy.com:80/80s90sromantics
9FM - 128 kbit/s,http://37.130.30.166:8000/stream/1/
 XS80s - 128 kbit/s,http://176.31.98.109:12508/stream/1/
 80s Hitradio Amsterdam - 192 kbit/s,http://s22.myradiostream.com:7728/stream/1/
 q0459y6yua5tv - 128 kbit/s,http://stream.radiojar.com/q0459y6yua5tv
 IP music - MP3@320 Kb/s - 320 kbit/s,http://live7.avf.ch:8000/ipmusic320
 Arabella 80er - 96 kbit/s,http://arabella.stream.kapper.net:8006/arabella80er
 Retro80sRadio - 128 kbit/s,http://158.69.227.214:8113/stream/1/
 Radiola 103 FM Saratov - 128 kbit/s,http://online1.gkvr.ru:8000/radiola_srt_128.mp3
 RMF 80S - 128 kbit/s,http://rs8-krk2-cyfronet.rmfstream.pl/80S
 [RMF 80S] - 128 kbit/s,http://rs6-krk2-cyfronet.rmfstream.pl/rmf_80s
 UK Radio - Great British Music Down Under - 64 kbit/s,http://92.48.87.11:8348/stream/1/
 radio-lipperbruch - 128 kbit/s,http://104.244.77.72:9900/stream/1/
 IP music SLOW - MP3@320 Kb/s - 320 kbit/s,http://live7.avf.ch:8000/ipmusicslow320
 Radio Mela - 128 kbit/s,http://91.121.38.216:8016/stream/1/
 fun80sfm - 128 kbit/s,http://stream.laut.fm/fun80sfm
 Eldoradio 80s - 256 kbit/s,http://81.92.237.83:80/stream/4/
 - - 128 kbit/s,http://stream.zeno.fm/zx9h2b61u8quv
 Hitradio Polska - 128 kbit/s,http://51.255.8.139:9090/stream/1/
 Callisto Radio® - 256 kbit/s,http://188.165.11.30:4500/live.mp3?=2
 TOP 80 - TODOS OS EXITOS DE 80 A 2000 - 320 kbit/s,http://109.71.41.6:8086/stream/1/
 Callisto Radio Music Station - 256 kbit/s,http://188.165.11.30:4500/live.mp3?=1
 R80 - 128 kbit/s,http://r80.lunabroadcasting.net:80/stream/1/
 RADIO fresh80s - Hier sind die Achtziger zuhause! (Mobile-Stream 96kb/s aac+) - 320 kbit/s,http://listen.shoutcast.com/retro
 ANDYS 80S - The Rarest New Wave 80s Music - Make  REQUESTS at  ANDYS80S.com - Stream Live 24-7 - NewWaveZone.com - The 80s Channel - NO COMMERCIALS - NO TALK - Just Rare 80s Music! - 128 kbit/s,http://209.9.238.4:9844
 Gdynia Radio - 128 kbit/s,http://51.255.8.139:8064/stream/1/
 IP music - aacPlus@64 Kb/s - 128 kbit/s,http://live7.avf.ch:8000/ipmusicaacplus64
 Russkie Pesni - 128 kbit/s,http://listen.rusongs.ru/ru-mp3-128
 Ok Radio 256 Kbit HD sound server - 128 kbit/s,http://live3.okradio.net:8054/stream/1/
 Radio Manila - www.radiomanila.it - sms in diretta: 3385038908 - 128 kbit/s,http://stream15.top-ix.org:80/radiomanila
 Ok Radio 128k Stereo Server EU - 128 kbit/s,http://live3.okradio.net:8020/stream/1/
 Passazh - Moskva - 56 kbit/s,http://listen.radiopassazh.ru:8005/aac-64
 Ok Radio High bandwidth 128k stereo server EU - 128 kbit/s,http://live3.okradio.net:8052/stream/1/
 Energy 90s - 128 kbit/s,http://stream.radioreklama.bg/energy-90s
 Radio Estereo Quiche 90.7 FM - LE - 128 kbit/s,http://212.83.135.226:7310/stream/1/
 DiscoParty.pl - Disco Polo - 128 kbit/s,https://s1.slotex.pl:7432/stream/1/
 Dance Wave Retro! - 128 kbit/s,http://stream.dancewave.online:8080/retrodance.mp3
 Ok Radio 64 Kbit Mono server EU - 128 kbit/s,http://live3.okradio.net:8000/stream/1/
 SKIF - 256 kbit/s,http://178.172.150.248:2530/stream/1/
 1.FM - Absolute 90s Party Zone Radio - 256 kbit/s,http://listen.shoutcast.com/oldiesfm985stereo
 Ok Plus - 256 kbit/s,http://live.okplus.rs:8000/stream/1/
 Falcon Radio Limburg - 128 kbit/s,http://server-67.stream-server.nl:8926/stream/1/
 90erFM - 128 kbit/s,http://tuner.m1.fm/90er.mp3
 Radio Regenbogen 90er - 128 kbit/s,http://streams.regenbogen.de/rr-90er-128-mp3
 Ok Radio low bandwidth AAC+ 16 Kbit mono - 160 kbit/s,http://live3.okradio.net:8004/stream/1/
 00s - 128 kbit/s,http://live.topfm.hu:8000/radio.mp3
 Best Net Radio - 90s Alternative Rock - 128 kbit/s,http://bigrradio-edge1.cdnstream.com/5147_128
 Radio Dancefloor - 90s - 96 kbit/s,http://streaming.radiodancefloor.it:443/stream/1/
 Radio Dancefloor - 90&#039;s - 96 kbit/s,http://streaming.radiodancefloor.it:80/dancefloor.mp3
 Best 90s - 128 kbit/s,http://213.32.121.35:8050/stream/1/
 Radio Dreams Clasic - 128 kbit/s,http://5.2.184.92:3399/stream/1/
 Radio Kafe RADIO CAFE 90 FM - 128 kbit/s,http://s03.radio-tochka.com:6045
 .011FM - Totally 90s - 192 kbit/s,http://listen.011fm.com:80/stream06
 wunschradio.fm 90er - 128 kbit/s,http://server15.radiostreamserver.de:80/wunschradio-90er.mp3
 011.FM - 90s Alternative - 192 kbit/s,http://listen.011fm.com:80/stream17
 Radio Romantica 90 FM - 128 kbit/s,http://167.114.52.38:8016/stream/1/
 DI Radio Digital Impulse - Best Dance &apos;90s - 320 kbit/s,http://orion.shoutca.st:8643/stream/1/
 AceRadio-90s Alternative Rock - 128 kbit/s,http://bigrradio.cdnstream1.com/5107_128
 Hotmixradio 90 - 128 kbit/s,http://streaming.hotmix-radio.net/hotmixradio-90-64.aac
 90s - 128 kbit/s,http://91.232.4.33:8198/stream/1/
 Eldoradio 90&#039;s - 256 kbit/s,http://shoutcast.rtl.lu/eldo90s
 ****www.muziekknallers.nl-24 uur per dag op volle toeren!** - 192 kbit/s,http://server-28.stream-server.nl:8968/stream
 MixTime Radio - 128 kbit/s,http://s3.viastreaming.net:8675/stream/1/
 Radio Uniek Rotterdam - 192 kbit/s,http://stream.hosting078.nl:8042/stream
 RPR1.90er - 128 kbit/s,http://streams.rpr1.de/rpr-90er-128-mp3
 Planet 90 | Your 90&apos;s dance source | - 192 kbit/s,http://planet90.shoutcaststream.com:8280/stream/1/
 80s90sPARTYHITS - 128 kbit/s,http://listen.radionomy.com:80/80s90sPARTYHITS
 RadioSrbac - 128 kbit/s,http://91.121.195.222:4858/stream/1/
 Blackwood FM - 192 kbit/s,https://server-21.stream-server.nl:18326/stream/1/
 90s90s - CLUBHITS - 192 kbit/s,http://90s90s.hoerradar.de/90s90s-main-mp3-hq
 Retro Hit Radio - 192 kbit/s,http://gemini.shoutca.st:8293/stream/1/
 Hauptstream - 128 kbit/s,https://live.foerde-radio.de:8015/stream
 BigR - 80s and 90s Pop Mix - 128 kbit/s,http://107.155.111.170:8700
 RT1 90s - 128 kbit/s,http://mp3.hitradiort1.c.nmdn.net/rt190swl/livestream.mp3
 De Piraten Gigant - 192 kbit/s,http://server-24.stream-server.nl:8402/stream/1/
 Indifun Radio - Best Indian Music - 128 kbit/s,http://indifun.net:7000/stream/1/
 FamilyGH - 96 kbit/s,http://5.135.154.69:8516/stream/1/
 Radio 4 Brainport - 192 kbit/s,http://194.88.105.64:8852/stream/1/
 Bass Station DnB on MixLive.ie - 192 kbit/s,http://2.58.194.54:8846/stream/1/
 VKNET Radio Station 1 - 256 kbit/s,http://radio1.vknet.se:8000/stream/1/
 Hit Music 90&apos;s - 128 kbit/s,http://sc4.easywebcommunications.com:18022/stream/1/
 NonStop90s Radio - 128 kbit/s,http://live.audiospace.co/nsdmp3
 Radio Studio Souto - Megamix - 128 kbit/s,https://centova5.transmissaodigital.com:20023/stream/1/
 Yesterday.fm - 80&#039;s and more - 192 kbit/s,http://telekom.powersender.de:31883/yesterdayfm
 SMOOTH JAZZ CROOZE - 128 kbit/s,http://138.201.83.14:8010/stream/1/
 Brokenbeats.net - Atmospheric Drum&#039;n&#039;Base DNB s0urce - 128 kbit/s,http://brokenbeats.net:8000/radiosource
 Dark Edge Radio - 128 kbit/s,http://5.35.214.196:8000/stream/1/
 Radio Caprice - Acid Jazz - 128 kbit/s,http://79.111.14.76:9001
 Toksyna FM  Chillout &amp; More - 128 kbit/s,http://s01.toksyna.fm:8050/stream/1/
 Sugar Free Radio - 128 kbit/s,http://62.54.183.93:8030/stream/1/
 SONGCAST RADIO - Jazz - 128 kbit/s,http://songcastradio.com:9020/stream/1/
 Leki4koFM - 128 kbit/s,http://dirolix.dyndns.org:8000/leki4koFM
 181.FM Acid Jazz - 128 kbit/s,http://208.84.155.83:8178
 Afrik Best Radio.GH - 128 kbit/s,http://192.95.18.39:5127/stream/1/
 PIKINE DIASPORA RADIO : la radio du citoyen modele du Senegal - 64 kbit/s,http://s8.voscast.com:8252/stream/1/
 Bongo Radio - Channel One - 64 kbit/s,http://173.244.208.77:9000/stream/1/
 Bongo Radio - Zilipendwa Channel - 128 kbit/s,http://173.244.208.77:8000/stream/3/
 Bongo Radio - Channel One :: Tanzania Best For Bongo Flava - 128 kbit/s,http://173.244.208.77:8000/stream/1/
 Jamendo Lounge - 128 kbit/s,http://listen.radionomy.com/RADIOZOUGLOU
 Radio Africa Online - 96 kbit/s,http://136.0.17.26:8000/stream/1/
 Radio Africana - 128 kbit/s,http://5.135.154.69:8888/stream/1/
 Africa Goes Angeln - 128 kbit/s,http://stream.laut.fm/africa_goes_angeln
 DENYIGBAN AFRICA MEDIA - 128 kbit/s,http://167.114.131.90:5546/stream/1/
 BarakaFM - 96 kbit/s,http://s2.myradiostream.com:5788/stream/1/
 EgbaAlake Radio - 128 kbit/s,
 Bongo Radio - African Grooves Channel - 128 kbit/s,http://173.244.208.77:8000/stream/4/
 Bongo Radio - East African Music Channel - 128 kbit/s,http://173.244.208.77:8000/stream/2/
 sunuker fm: The Number One African Rdio in Los Angeles - 128 kbit/s,http://38.96.175.97:6042
 Pan African Allstars Radio - 48 kbit/s,http://209.9.238.5:8580
 Azawan amazigh by Yabiladi.com - 128 kbit/s,http://37.187.146.76:9000/stream/1/
 USA - 128 kbit/s,http://37.59.47.192:8740/stream/1/
 Radio Motaog - 128 kbit/s,http://usa10.fastcast4u.com:2650/stream/1/
 Spice Of Africa Radio - 128 kbit/s,http://46.28.49.164:7096
 AutoDJ Stream - 128 kbit/s,http://108.61.154.147:6222
 African Revival Radio - 128 kbit/s,http://stream.radio.co/s8267df4de/listen
 UDR RADIO - 128 kbit/s,http://stream.radio.co/sca4d4ab4e/listen
 Bongo Radio - Taarab and Mduara Channel - 64 kbit/s,http://173.244.208.77:9000/stream/5/
 AKWAABA RADIO USA - Ghana&#039;s Best Online Radio - 128 kbit/s,http://sc7.mystreamserver.com:8002
 MCR Live - 128 kbit/s,http://stream.radio.co/s7ee52dd88/listen
 AHENFiE DRUMS RADiO - 64 kbit/s,http://s8.voscast.com:8542/stream/1/
 CALMRADIO.COM - Africa - 128 kbit/s,http://23.82.11.88:5128/stream/1/
 RDP Africa - Main - 128 kbit/s,http://radiocast.rtp.pt/rdpafrica80a.mp3?
 radio citizen - 128 kbit/s,rtsp://148.obj.netromedia.net/radiocitizenlive/radiocitizenlive
 - - 128 kbit/s,http://stream.zenolive.com/g7kmkpsrgvduv
 AceRadio-The Alternative Channel - 128 kbit/s,http://107.155.111.170:8440
 TANANANA - 128 kbit/s,http://live.tananana.ro:8010/stream-48.aac
6 MHz - 128 kbit/s,http://radio.afera.com.pl:80/afera128.mp3
 La Grosse Radio Rock Alternative - Pop Hits Legends Indie - From Paris - www.lagrosseradio.com - 192 kbit/s,http://hd.lagrosseradio.info:8000/lagrosseradio-rock-192.mp3
 altertainment - 128 kbit/s,http://stream.laut.fm/altertainment
 BurnFM - musik intensiv! - 128 kbit/s,http://s3.radionetz.de:8000/burn-fm.mp3
 MDR SPUTNIK - 128 kbit/s,http://mdr-284330-0.cast.mdr.de/mdr/284330/0/mp3/high/stream.mp3?ar-distributor=f0a1
 Radio Niesen - 128 kbit/s,http://85.195.72.226:11008/stream/1/
 Petőfi Rádió (mp3) - 128 kbit/s,http://stream002.radio.hu:80/mr2.mp3
 Rock The Blues - 128 kbit/s,http://stream.laut.fm/rock-the-blues
1 FM - 128 kbit/s,http://193.0.98.66:8002/
 WTMD-FM - 128 kbit/s,http://wtmd-ice.streamguys1.com/wtmd.mp3
